	ID	Name
香溢融通(600830)	600830	香溢融通
广电网络(600831)	600831	广电网络
东方明珠(600832)	600832	东方明珠
第一医药(600833)	600833	第一医药
申通地铁(600834)	600834	申通地铁
上海机电(600835)	600835	上海机电
界龙实业(600836)	600836	界龙实业
海通证券(600837)	600837	海通证券
上海九百(600838)	600838	上海九百
四川长虹(600839)	600839	四川长虹
新湖创业(600840)	600840	新湖创业
上柴股份(600841)	600841	上柴股份
中西药业(600842)	600842	中西药业
上工申贝(600843)	600843	上工申贝
丹化科技(600844)	600844	丹化科技
宝信软件(600845)	600845	宝信软件
同济科技(600846)	600846	同济科技
万里股份(600847)	600847	万里股份
自仪股份(600848)	600848	自仪股份
上药转换(600849)	600849	上药转换
华东电脑(600850)	600850	华东电脑
海欣股份(600851)	600851	海欣股份
*ST中川(600852)	600852	*ST中川
龙建股份(600853)	600853	龙建股份
春兰股份(600854)	600854	春兰股份
航天长峰(600855)	600855	航天长峰
长百集团(600856)	600856	长百集团
宁波中百(600857)	600857	宁波中百
银座股份(600858)	600858	银座股份
王府井(600859)	600859	王府井
京城股份(600860)	600860	京城股份
北京城乡(600861)	600861	北京城乡
南通科技(600862)	600862	南通科技
内蒙华电(600863)	600863	内蒙华电
哈投股份(600864)	600864	哈投股份
百大集团(600865)	600865	百大集团
星湖科技(600866)	600866	星湖科技
通化东宝(600867)	600867	通化东宝
梅雁吉祥(600868)	600868	梅雁吉祥
智慧能源(600869)	600869	智慧能源
*ST厦华(600870)	600870	*ST厦华
石化油服(600871)	600871	石化油服
中炬高新(600872)	600872	中炬高新
梅花生物(600873)	600873	梅花生物
创业环保(600874)	600874	创业环保
东方电气(600875)	600875	东方电气
洛阳玻璃(600876)	600876	洛阳玻璃
中国嘉陵(600877)	600877	中国嘉陵
*ST北科(600878)	600878	*ST北科
航天电子(600879)	600879	航天电子
博瑞传播(600880)	600880	博瑞传播
亚泰集团(600881)	600881	亚泰集团
华联矿业(600882)	600882	华联矿业
博闻科技(600883)	600883	博闻科技
杉杉股份(600884)	600884	杉杉股份
宏发股份(600885)	600885	宏发股份
国投电力(600886)	600886	国投电力
伊利股份(600887)	600887	伊利股份
新疆众和(600888)	600888	新疆众和
南京化纤(600889)	600889	南京化纤
中房股份(600890)	600890	中房股份
秋林集团(600891)	600891	秋林集团
宝诚股份(600892)	600892	宝诚股份
中航动力(600893)	600893	中航动力
广日股份(600894)	600894	广日股份
张江高科(600895)	600895	张江高科
中海海盛(600896)	600896	中海海盛
厦门空港(600897)	600897	厦门空港
三联商社(600898)	600898	三联商社
*ST信联(600899)	600899	*ST信联
长江电力(600900)	600900	长江电力
重庆燃气(600917)	600917	重庆燃气
东方证券(600958)	600958	东方证券
江苏有线(600959)	600959	江苏有线
渤海活塞(600960)	600960	渤海活塞
株冶集团(600961)	600961	株冶集团
*ST中鲁(600962)	600962	*ST中鲁
岳阳林纸(600963)	600963	岳阳林纸
福成五丰(600965)	600965	福成五丰
博汇纸业(600966)	600966	博汇纸业
北方创业(600967)	600967	北方创业
郴电国际(600969)	600969	郴电国际
中材国际(600970)	600970	中材国际
恒源煤电(600971)	600971	恒源煤电
宝胜股份(600973)	600973	宝胜股份
新五丰(600975)	600975	新五丰
健民集团(600976)	600976	健民集团
宜华木业(600978)	600978	宜华木业
广安爱众(600979)	600979	广安爱众
北矿磁材(600980)	600980	北矿磁材
汇鸿股份(600981)	600981	汇鸿股份
宁波热电(600982)	600982	宁波热电
惠而浦(600983)	600983	惠而浦
*ST建机(600984)	600984	*ST建机
雷鸣科化(600985)	600985	雷鸣科化
科达股份(600986)	600986	科达股份
航民股份(600987)	600987	航民股份
赤峰黄金(600988)	600988	赤峰黄金
四创电子(600990)	600990	四创电子
广汽长丰(600991)	600991	广汽长丰
XD贵绳股(600992)	600992	XD贵绳股
马应龙(600993)	600993	马应龙
文山电力(600995)	600995	文山电力
开滦股份(600997)	600997	开滦股份
九州通(600998)	600998	九州通
招商证券(600999)	600999	招商证券
唐山港(601000)	601000	唐山港
大同煤业(601001)	601001	大同煤业
晋亿实业(601002)	601002	晋亿实业
柳钢股份(601003)	601003	柳钢股份
重庆钢铁(601005)	601005	重庆钢铁
大秦铁路(601006)	601006	大秦铁路
金陵饭店(601007)	601007	金陵饭店
连云港(601008)	601008	连云港
南京银行(601009)	601009	南京银行
文峰股份(601010)	601010	文峰股份
宝泰隆(601011)	601011	宝泰隆
隆基股份(601012)	601012	隆基股份
陕西黑猫(601015)	601015	陕西黑猫
节能风电(601016)	601016	节能风电
宁波港(601018)	601018	宁波港
春秋航空(601021)	601021	春秋航空
玉龙股份(601028)	601028	玉龙股份
一拖股份(601038)	601038	一拖股份
赛轮金宇(601058)	601058	赛轮金宇
西部黄金(601069)	601069	西部黄金
中国神华(601088)	601088	中国神华
中南传媒(601098)	601098	中南传媒
太平洋(601099)	601099	太平洋
恒立油缸(601100)	601100	恒立油缸
昊华能源(601101)	601101	昊华能源
中国一重(601106)	601106	中国一重
四川成渝(601107)	601107	四川成渝
中国国航(601111)	601111	中国国航
华鼎股份(601113)	601113	华鼎股份
三江购物(601116)	601116	三江购物
中国化学(601117)	601117	中国化学
海南橡胶(601118)	601118	海南橡胶
四方股份(601126)	601126	四方股份
博威合金(601137)	601137	博威合金
深圳燃气(601139)	601139	深圳燃气
重庆水务(601158)	601158	重庆水务
兴业银行(601166)	601166	兴业银行
西部矿业(601168)	601168	西部矿业
北京银行(601169)	601169	北京银行
杭齿前进(601177)	601177	杭齿前进
中国西电(601179)	601179	中国西电
中国铁建(601186)	601186	中国铁建
龙江交通(601188)	601188	龙江交通
东兴证券(601198)	601198	东兴证券
江南水务(601199)	601199	江南水务
东材科技(601208)	601208	东材科技
国泰君安(601211)	601211	国泰君安
内蒙君正(601216)	601216	内蒙君正
吉鑫科技(601218)	601218	吉鑫科技
林洋电子(601222)	601222	林洋电子
陕西煤业(601225)	601225	陕西煤业
华电重工(601226)	601226	华电重工
DR环旭电(601231)	601231	DR环旭电
桐昆股份(601233)	601233	桐昆股份
广汽集团(601238)	601238	广汽集团
庞大集团(601258)	601258	庞大集团
*ST二重(601268)	601268	*ST二重
农业银行(601288)	601288	农业银行
中国北车(601299)	601299	中国北车
骆驼股份(601311)	601311	骆驼股份
江南嘉捷(601313)	601313	江南嘉捷
中国平安(601318)	601318	中国平安
交通银行(601328)	601328	交通银行
广深铁路(601333)	601333	广深铁路
新华保险(601336)	601336	新华保险
百隆东方(601339)	601339	百隆东方
绿城水务(601368)	601368	绿城水务
陕鼓动力(601369)	601369	陕鼓动力
兴业证券(601377)	601377	兴业证券
怡球资源(601388)	601388	怡球资源
中国中铁(601390)	601390	中国中铁
工商银行(601398)	601398	工商银行
XD东风股(601515)	601515	XD东风股
吉林高速(601518)	601518	吉林高速
大智慧(601519)	601519	大智慧
东吴证券(601555)	601555	东吴证券
华锐风电(601558)	601558	华锐风电
九牧王(601566)	601566	九牧王
三星电气(601567)	601567	三星电气
会稽山(601579)	601579	会稽山
北辰实业(601588)	601588	北辰实业
鹿港科技(601599)	601599	鹿港科技
中国铝业(601600)	601600	中国铝业
中国太保(601601)	601601	中国太保
上海医药(601607)	601607	上海医药
中信重工(601608)	601608	中信重工
广电电气(601616)	601616	广电电气
中国中冶(601618)	601618	中国中冶
中国人寿(601628)	601628	中国人寿
长城汽车(601633)	601633	长城汽车
旗滨集团(601636)	601636	旗滨集团
平煤股份(601666)	601666	平煤股份
中国建筑(601668)	601668	中国建筑
中国电建(601669)	601669	中国电建
明泰铝业(601677)	601677	明泰铝业
滨化股份(601678)	601678	滨化股份
华泰证券(601688)	601688	华泰证券
拓普集团(601689)	601689	拓普集团
潞安环能(601699)	601699	潞安环能
风范股份(601700)	601700	风范股份
郑煤机(601717)	601717	郑煤机
际华集团(601718)	601718	际华集团
上海电气(601727)	601727	上海电气
中国中车(601766)	601766	中国中车
力帆股份(601777)	601777	力帆股份
光大证券(601788)	601788	光大证券
宁波建工(601789)	601789	宁波建工
蓝科高新(601798)	601798	蓝科高新
星宇股份(601799)	601799	星宇股份
中国交建(601800)	601800	中国交建
皖新传媒(601801)	601801	皖新传媒
中海油服(601808)	601808	中海油服
光大银行(601818)	601818	光大银行
中国石油(601857)	601857	中国石油
中海集运(601866)	601866	中海集运
招商轮船(601872)	601872	招商轮船
正泰电器(601877)	601877	正泰电器
大连港(601880)	601880	大连港
江河创建(601886)	601886	江河创建
中国国旅(601888)	601888	中国国旅
亚星锚链(601890)	601890	亚星锚链
中煤能源(601898)	601898	中煤能源
紫金矿业(601899)	601899	紫金矿业
方正证券(601901)	601901	方正证券
京运通(601908)	601908	京运通
国投新集(601918)	601918	国投新集
中国远洋(601919)	601919	中国远洋
凤凰传媒(601928)	601928	凤凰传媒
吉视传媒(601929)	601929	吉视传媒
永辉超市(601933)	601933	永辉超市
建设银行(601939)	601939	建设银行
金钼股份(601958)	601958	金钼股份
中国汽研(601965)	601965	中国汽研
宝钢包装(601968)	601968	宝钢包装
海南矿业(601969)	601969	海南矿业
中国核电(601985)	601985	中国核电
中国银行(601988)	601988	中国银行
中国重工(601989)	601989	中国重工
大唐发电(601991)	601991	大唐发电
金隅股份(601992)	601992	金隅股份
丰林集团(601996)	601996	丰林集团
中信银行(601998)	601998	中信银行
出版传媒(601999)	601999	出版传媒
人民网(603000)	603000	人民网
奥康国际(603001)	603001	奥康国际
宏昌电子(603002)	603002	宏昌电子
龙宇燃油(603003)	603003	龙宇燃油
晶方科技(603005)	603005	晶方科技
联明股份(603006)	603006	联明股份
喜临门(603008)	603008	喜临门
北特科技(603009)	603009	北特科技
万盛股份(603010)	603010	万盛股份
合锻股份(603011)	603011	合锻股份
创力集团(603012)	603012	创力集团
弘讯科技(603015)	603015	弘讯科技
园区设计(603017)	603017	园区设计
设计股份(603018)	603018	设计股份
中科曙光(603019)	603019	中科曙光
爱普股份(603020)	603020	爱普股份
山东华鹏(603021)	603021	山东华鹏
新通联(603022)	603022	新通联
威帝股份(603023)	603023	威帝股份
大豪科技(603025)	603025	大豪科技
石大胜华(603026)	603026	石大胜华
全筑股份(603030)	603030	全筑股份
音飞储存(603066)	603066	音飞储存
和邦股份(603077)	603077	和邦股份
天成自控(603085)	603085	天成自控
宁波精达(603088)	603088	宁波精达
长白山(603099)	603099	长白山
川仪股份(603100)	603100	川仪股份
润达医疗(603108)	603108	润达医疗
康尼机电(603111)	603111	康尼机电
红蜻蜓(603116)	603116	红蜻蜓
万林股份(603117)	603117	万林股份
共进股份(603118)	603118	共进股份
翠微股份(603123)	603123	翠微股份
中材节能(603126)	603126	中材节能
华贸物流(603128)	603128	华贸物流
腾龙股份(603158)	603158	腾龙股份
福达股份(603166)	603166	福达股份
渤海轮渡(603167)	603167	渤海轮渡
莎普爱思(603168)	603168	莎普爱思
兰石重装(603169)	603169	兰石重装
亚邦股份(603188)	603188	亚邦股份
迎驾贡酒(603198)	603198	迎驾贡酒
九华旅游(603199)	603199	九华旅游
济民制药(603222)	603222	济民制药
恒通股份(603223)	603223	恒通股份
雪峰科技(603227)	603227	雪峰科技
松发股份(603268)	603268	松发股份
海天味业(603288)	603288	海天味业
华铁科技(603300)	603300	华铁科技
华懋科技(603306)	603306	华懋科技
应流股份(603308)	603308	应流股份
维力医疗(603309)	603309	维力医疗
金海环境(603311)	603311	金海环境
福鞍股份(603315)	603315	福鞍股份
派思股份(603318)	603318	派思股份
依顿电子(603328)	603328	依顿电子
明星电缆(603333)	603333	明星电缆
浙江鼎力(603338)	603338	浙江鼎力
莱克电气(603355)	603355	莱克电气
日出东方(603366)	603366	日出东方
柳州医药(603368)	603368	柳州医药
今世缘(603369)	603369	今世缘
新华龙(603399)	603399	新华龙
九洲药业(603456)	603456	九洲药业
维格娜丝(603518)	603518	维格娜丝
立霸股份(603519)	603519	立霸股份
贵人鸟(603555)	603555	贵人鸟
健盛集团(603558)	603558	健盛集团
普莱柯(603566)	603566	普莱柯
珍宝岛(603567)	603567	珍宝岛
伟明环保(603568)	603568	伟明环保
高能环境(603588)	603588	高能环境
口子窖(603589)	603589	口子窖
引力传媒(603598)	603598	引力传媒
广信股份(603599)	603599	广信股份
永艺股份(603600)	603600	永艺股份
再升科技(603601)	603601	再升科技
东方电缆(603606)	603606	东方电缆
禾丰牧业(603609)	603609	禾丰牧业
诺力股份(603611)	603611	诺力股份
韩建河山(603616)	603616	韩建河山
杭电股份(603618)	603618	杭电股份
南威软件(603636)	603636	南威软件
灵康药业(603669)	603669	灵康药业
火炬电子(603678)	603678	火炬电子
龙马环卫(603686)	603686	龙马环卫
石英股份(603688)	603688	石英股份
航天工程(603698)	603698	航天工程
纽威股份(603699)	603699	纽威股份
盛洋科技(603703)	603703	盛洋科技
海利生物(603718)	603718	海利生物
龙韵股份(603729)	603729	龙韵股份
隆鑫通用(603766)	603766	隆鑫通用
宁波高发(603788)	603788	宁波高发
星光农机(603789)	603789	星光农机
华友钴业(603799)	603799	华友钴业
福斯特(603806)	603806	福斯特
歌力思(603808)	603808	歌力思
曲美股份(603818)	603818	曲美股份
柯利达(603828)	603828	柯利达
四通股份(603838)	603838	四通股份
北部湾旅(603869)	603869	北部湾旅
老百姓(603883)	603883	老百姓
吉祥航空(603885)	603885	吉祥航空
新澳股份(603889)	603889	新澳股份
好莱客(603898)	603898	好莱客
晨光文具(603899)	603899	晨光文具
永创智能(603901)	603901	永创智能
金桥信息(603918)	603918	金桥信息
益丰药房(603939)	603939	益丰药房
醋化股份(603968)	603968	醋化股份
银龙股份(603969)	603969	银龙股份
金诚信(603979)	603979	金诚信
中电电机(603988)	603988	中电电机
艾华集团(603989)	603989	艾华集团
洛阳钼业(603993)	603993	洛阳钼业
继峰股份(603997)	603997	继峰股份
方盛制药(603998)	603998	方盛制药
仪电B股(900901)	900901	仪电B股
市北B股(900902)	900902	市北B股
大众B股(900903)	900903	大众B股
神奇B股(900904)	900904	神奇B股
老凤祥B(900905)	900905	老凤祥B
中毅达B(900906)	900906	中毅达B
鼎立B股(900907)	900907	鼎立B股
氯碱B股(900908)	900908	氯碱B股
双钱B股(900909)	900909	双钱B股
XD海立B(900910)	900910	XD海立B
金桥B股(900911)	900911	金桥B股
外高B股(900912)	900912	外高B股
国新B股(900913)	900913	国新B股
锦投B股(900914)	900914	锦投B股
中路B股(900915)	900915	中路B股
金山B股(900916)	900916	金山B股
海欣B股(900917)	900917	海欣B股
耀皮B股(900918)	900918	耀皮B股
绿庭B股(900919)	900919	绿庭B股
上柴B股(900920)	900920	上柴B股
丹科B股(900921)	900921	丹科B股
三毛B股(900922)	900922	三毛B股
百联B股(900923)	900923	百联B股
上工B股(900924)	900924	上工B股
机电B股(900925)	900925	机电B股
宝信B(900926)	900926	宝信B
物贸B股(900927)	900927	物贸B股
自仪B股(900928)	900928	自仪B股
锦旅B股(900929)	900929	锦旅B股
沪普天B(900930)	900930	沪普天B
PT水仙B(900931)	900931	PT水仙B
陆家B股(900932)	900932	陆家B股
华新B股(900933)	900933	华新B股
锦江B股(900934)	900934	锦江B股
阳晨B股(900935)	900935	阳晨B股
鄂资B股(900936)	900936	鄂资B股
华电B股(900937)	900937	华电B股
天海B(900938)	900938	天海B
汇丽B(900939)	900939	汇丽B
大名城B(900940)	900940	大名城B
东信B股(900941)	900941	东信B股
黄山B股(900942)	900942	黄山B股
开开B股(900943)	900943	开开B股
海航B股(900945)	900945	海航B股
天雁B股(900946)	900946	天雁B股
振华B股(900947)	900947	振华B股
伊泰B股(900948)	900948	伊泰B股
东电B股(900949)	900949	东电B股
新城B股(900950)	900950	新城B股
大化B股(900951)	900951	大化B股
锦港B股(900952)	900952	锦港B股
凯马B(900953)	900953	凯马B
九龙山B(900955)	900955	九龙山B
东贝B股(900956)	900956	东贝B股
凌云B股(900957)	900957	凌云B股
平安银行(000001)	000001	平安银行
万科A(000002)	000002	万科A
PT金田A(000003)	000003	PT金田A
国农科技(000004)	000004	国农科技
世纪星源(000005)	000005	世纪星源
深振业A(000006)	000006	深振业A
零七股份(000007)	000007	零七股份
神州高铁(000008)	000008	神州高铁
中国宝安(000009)	000009	中国宝安
深华新(000010)	000010	深华新
深物业A(000011)	000011	深物业A
南玻A(000012)	000012	南玻A
*ST石化A(000013)	000013	*ST石化A
沙河股份(000014)	000014	沙河股份
PT中浩A(000015)	000015	PT中浩A
深康佳A(000016)	000016	深康佳A
深中华A(000017)	000017	深中华A
中冠A(000018)	000018	中冠A
深深宝A(000019)	000019	深深宝A
深华发A(000020)	000020	深华发A
深科技(000021)	000021	深科技
深赤湾A(000022)	000022	深赤湾A
深天地A(000023)	000023	深天地A
招商地产(000024)	000024	招商地产
特力A(000025)	000025	特力A
飞亚达A(000026)	000026	飞亚达A
深圳能源(000027)	000027	深圳能源
国药一致(000028)	000028	国药一致
深深房A(000029)	000029	深深房A
富奥股份(000030)	000030	富奥股份
中粮地产(000031)	000031	中粮地产
深桑达A(000032)	000032	深桑达A
*ST新都(000033)	000033	*ST新都
深信泰丰(000034)	000034	深信泰丰
中国天楹(000035)	000035	中国天楹
华联控股(000036)	000036	华联控股
深南电A(000037)	000037	深南电A
深大通(000038)	000038	深大通
中集集团(000039)	000039	中集集团
宝安地产(000040)	000040	宝安地产
中洲控股(000042)	000042	中洲控股
中航地产(000043)	000043	中航地产
深纺织A(000045)	000045	深纺织A
泛海控股(000046)	000046	泛海控股
ST中侨(000047)	000047	ST中侨
康达尔(000048)	000048	康达尔
德赛电池(000049)	000049	德赛电池
深天马A(000050)	000050	深天马A
方大集团(000055)	000055	方大集团
深国商(000056)	000056	深国商
深赛格(000058)	000058	深赛格
*ST华锦(000059)	000059	*ST华锦
中金岭南(000060)	000060	中金岭南
农产品(000061)	000061	农产品
深圳华强(000062)	000062	深圳华强
中兴通讯(000063)	000063	中兴通讯
北方国际(000065)	000065	北方国际
长城电脑(000066)	000066	长城电脑
*ST华赛(000068)	000068	*ST华赛
华侨城A(000069)	000069	华侨城A
特发信息(000070)	000070	特发信息
海王生物(000078)	000078	海王生物
盐田港(000088)	000088	盐田港
深圳机场(000089)	000089	深圳机场
天健集团(000090)	000090	天健集团
广聚能源(000096)	000096	广聚能源
中信海直(000099)	000099	中信海直
TCL集团(000100)	000100	TCL集团
宜华健康(000150)	000150	宜华健康
中成股份(000151)	000151	中成股份
丰原药业(000153)	000153	丰原药业
*ST川化(000155)	000155	*ST川化
华数传媒(000156)	000156	华数传媒
中联重科(000157)	000157	中联重科
常山股份(000158)	000158	常山股份
国际实业(000159)	000159	国际实业
申万宏源(000166)	000166	申万宏源
东方市场(000301)	000301	东方市场
美的集团(000333)	000333	美的集团
潍柴动力(000338)	000338	潍柴动力
许继电气(000400)	000400	许继电气
冀东水泥(000401)	000401	冀东水泥
金融街(000402)	000402	金融街
ST生化(000403)	000403	ST生化
华意压缩(000404)	000404	华意压缩
ST鑫光(000405)	000405	ST鑫光
石油大明(000406)	000406	石油大明
胜利股份(000407)	000407	胜利股份
金谷源(000408)	000408	金谷源
山东地矿(000409)	000409	山东地矿
沈阳机床(000410)	000410	沈阳机床
英特集团(000411)	000411	英特集团
ST五环(000412)	000412	ST五环
东旭光电(000413)	000413	东旭光电
渤海租赁(000415)	000415	渤海租赁
民生控股(000416)	000416	民生控股
合肥百货(000417)	000417	合肥百货
小天鹅A(000418)	000418	小天鹅A
通程控股(000419)	000419	通程控股
吉林化纤(000420)	000420	吉林化纤
南京中北(000421)	000421	南京中北
湖北宜化(000422)	000422	湖北宜化
东阿阿胶(000423)	000423	东阿阿胶
徐工机械(000425)	000425	徐工机械
兴业矿业(000426)	000426	兴业矿业
华天酒店(000428)	000428	华天酒店
粤高速A(000429)	000429	粤高速A
张家界(000430)	000430	张家界
晨鸣纸业(000488)	000488	晨鸣纸业
山东路桥(000498)	000498	山东路桥
鄂武商A(000501)	000501	鄂武商A
绿景控股(000502)	000502	绿景控股
海虹控股(000503)	000503	海虹控股
南华生物(000504)	000504	南华生物
珠江控股(000505)	000505	珠江控股
中润资源(000506)	000506	中润资源
珠海港(000507)	000507	珠海港
琼民源A(000508)	000508	琼民源A
华塑控股(000509)	000509	华塑控股
*ST金路(000510)	000510	*ST金路
烯碳新材(000511)	000511	烯碳新材
丽珠集团(000513)	000513	丽珠集团
渝开发(000514)	000514	渝开发
攀渝钛业(000515)	000515	攀渝钛业
国际医学(000516)	000516	国际医学
荣安地产(000517)	000517	荣安地产
四环生物(000518)	000518	四环生物
江南红箭(000519)	000519	江南红箭
*ST凤凰(000520)	000520	*ST凤凰
美菱电器(000521)	000521	美菱电器
白云山A(000522)	000522	白云山A
广州浪奇(000523)	000523	广州浪奇
东方宾馆(000524)	000524	东方宾馆
红太阳(000525)	000525	红太阳
银润投资(000526)	000526	银润投资
美的电器(000527)	000527	美的电器
柳工(000528)	000528	柳工
广弘控股(000529)	000529	广弘控股
大冷股份(000530)	000530	大冷股份
穗恒运A(000531)	000531	穗恒运A
力合股份(000532)	000532	力合股份
万家乐(000533)	000533	万家乐
万泽股份(000534)	000534	万泽股份
*ST猴王(000535)	000535	*ST猴王
华映科技(000536)	000536	华映科技
广宇发展(000537)	000537	广宇发展
云南白药(000538)	000538	云南白药
粤电力A(000539)	000539	粤电力A
中天城投(000540)	000540	中天城投
佛山照明(000541)	000541	佛山照明
TCL通讯(000542)	000542	TCL通讯
皖能电力(000543)	000543	皖能电力
中原环保(000544)	000544	中原环保
金浦钛业(000545)	000545	金浦钛业
金圆股份(000546)	000546	金圆股份
闽福发A(000547)	000547	闽福发A
湖南投资(000548)	000548	湖南投资
S湘火炬(000549)	000549	S湘火炬
江铃汽车(000550)	000550	江铃汽车
创元科技(000551)	000551	创元科技
靖远煤电(000552)	000552	靖远煤电
沙隆达A(000553)	000553	沙隆达A
泰山石油(000554)	000554	泰山石油
神州信息(000555)	000555	神州信息
PT南洋(000556)	000556	PT南洋
*ST广夏(000557)	000557	*ST广夏
莱茵置业(000558)	000558	莱茵置业
万向钱潮(000559)	000559	万向钱潮
昆百大A(000560)	000560	昆百大A
烽火电子(000561)	000561	烽火电子
宏源证券(000562)	000562	宏源证券
陕国投A(000563)	000563	陕国投A
西安民生(000564)	000564	西安民生
渝三峡A(000565)	000565	渝三峡A
海南海药(000566)	000566	海南海药
海德股份(000567)	000567	海德股份
泸州老窖(000568)	000568	泸州老窖
长城股份(000569)	000569	长城股份
苏常柴A(000570)	000570	苏常柴A
新大洲A(000571)	000571	新大洲A
海马汽车(000572)	000572	海马汽车
粤宏远A(000573)	000573	粤宏远A
广东甘化(000576)	000576	广东甘化
盐湖集团(000578)	000578	盐湖集团
威孚高科(000581)	000581	威孚高科
北部湾港(000582)	000582	北部湾港
S*ST托普(000583)	000583	S*ST托普
友利控股(000584)	000584	友利控股
东北电气(000585)	000585	东北电气
汇源通信(000586)	000586	汇源通信
金叶珠宝(000587)	000587	金叶珠宝
PT粤金曼(000588)	000588	PT粤金曼
黔轮胎A(000589)	000589	黔轮胎A
*ST古汉(000590)	000590	*ST古汉
桐君阁(000591)	000591	桐君阁
平潭发展(000592)	000592	平潭发展
大通燃气(000593)	000593	大通燃气
国恒退(000594)	000594	国恒退
宝塔实业(000595)	000595	宝塔实业
古井贡酒(000596)	000596	古井贡酒
东北制药(000597)	000597	东北制药
兴蓉投资(000598)	000598	兴蓉投资
青岛双星(000599)	000599	青岛双星
建投能源(000600)	000600	建投能源
韶能股份(000601)	000601	韶能股份
金马集团(000602)	000602	金马集团
盛达矿业(000603)	000603	盛达矿业
渤海股份(000605)	000605	渤海股份
青海明胶(000606)	000606	青海明胶
华媒控股(000607)	000607	华媒控股
阳光股份(000608)	000608	阳光股份
绵世股份(000609)	000609	绵世股份
西安旅游(000610)	000610	西安旅游
*ST蒙发(000611)	000611	*ST蒙发
焦作万方(000612)	000612	焦作万方
大东海A(000613)	000613	大东海A
湖北金环(000615)	000615	湖北金环
海航投资(000616)	000616	海航投资
石油济柴(000617)	000617	石油济柴
吉林化工(000618)	000618	吉林化工
海螺型材(000619)	000619	海螺型材
新华联(000620)	000620	新华联
*ST比特(000621)	000621	*ST比特
恒立实业(000622)	000622	恒立实业
吉林敖东(000623)	000623	吉林敖东
长安汽车(000625)	000625	长安汽车
如意集团(000626)	000626	如意集团
天茂集团(000627)	000627	天茂集团
高新发展(000628)	000628	高新发展
攀钢钒钛(000629)	000629	攀钢钒钛
铜陵有色(000630)	000630	铜陵有色
顺发恒业(000631)	000631	顺发恒业
三木集团(000632)	000632	三木集团
合金投资(000633)	000633	合金投资
英力特(000635)	000635	英力特
风华高科(000636)	000636	风华高科
茂化实华(000637)	000637	茂化实华
万方发展(000638)	000638	万方发展
西王食品(000639)	000639	西王食品
仁和药业(000650)	000650	仁和药业
格力电器(000651)	000651	格力电器
泰达股份(000652)	000652	泰达股份
ST九州(000653)	000653	ST九州
金岭矿业(000655)	000655	金岭矿业
金科股份(000656)	000656	金科股份
中钨高新(000657)	000657	中钨高新
ST海洋(000658)	000658	ST海洋
*ST中富(000659)	000659	*ST中富
*ST南华(000660)	000660	*ST南华
长春高新(000661)	000661	长春高新
索芙特(000662)	000662	索芙特
永安林业(000663)	000663	永安林业
湖北广电(000665)	000665	湖北广电
经纬纺机(000666)	000666	经纬纺机
美好集团(000667)	000667	美好集团
荣丰控股(000668)	000668	荣丰控股
金鸿能源(000669)	000669	金鸿能源
盈方微(000670)	000670	盈方微
阳光城(000671)	000671	阳光城
上峰水泥(000672)	000672	上峰水泥
当代东方(000673)	000673	当代东方
ST银山(000675)	000675	ST银山
智度投资(000676)	000676	智度投资
*ST海龙(000677)	000677	*ST海龙
襄阳轴承(000678)	000678	襄阳轴承
大连友谊(000679)	000679	大连友谊
山推股份(000680)	000680	山推股份
视觉中国(000681)	000681	视觉中国
东方电子(000682)	000682	东方电子
远兴能源(000683)	000683	远兴能源
中山公用(000685)	000685	中山公用
东北证券(000686)	000686	东北证券
恒天天鹅(000687)	000687	恒天天鹅
建新矿业(000688)	000688	建新矿业
ST宏业(000689)	000689	ST宏业
宝新能源(000690)	000690	宝新能源
亚太实业(000691)	000691	亚太实业
惠天热电(000692)	000692	惠天热电
华泽钴镍(000693)	000693	华泽钴镍
滨海能源(000695)	000695	滨海能源
炼石有色(000697)	000697	炼石有色
沈阳化工(000698)	000698	沈阳化工
S*ST佳纸(000699)	000699	S*ST佳纸
模塑科技(000700)	000700	模塑科技
厦门信达(000701)	000701	厦门信达
正虹科技(000702)	000702	正虹科技
恒逸石化(000703)	000703	恒逸石化
浙江震元(000705)	000705	浙江震元
双环科技(000707)	000707	双环科技
大冶特钢(000708)	000708	大冶特钢
河北钢铁(000709)	000709	河北钢铁
天兴仪表(000710)	000710	天兴仪表
*ST京蓝(000711)	000711	*ST京蓝
锦龙股份(000712)	000712	锦龙股份
丰乐种业(000713)	000713	丰乐种业
中兴商业(000715)	000715	中兴商业
黑芝麻(000716)	000716	黑芝麻
韶钢松山(000717)	000717	韶钢松山
苏宁环球(000718)	000718	苏宁环球
大地传媒(000719)	000719	大地传媒
新能泰山(000720)	000720	新能泰山
西安饮食(000721)	000721	西安饮食
湖南发展(000722)	000722	湖南发展
美锦能源(000723)	000723	美锦能源
京东方A(000725)	000725	京东方A
鲁泰A(000726)	000726	鲁泰A
华东科技(000727)	000727	华东科技
国元证券(000728)	000728	国元证券
燕京啤酒(000729)	000729	燕京啤酒
*ST环保(000730)	000730	*ST环保
四川美丰(000731)	000731	四川美丰
泰禾集团(000732)	000732	泰禾集团
振华科技(000733)	000733	振华科技
罗牛山(000735)	000735	罗牛山
中房地产(000736)	000736	中房地产
南风化工(000737)	000737	南风化工
中航动控(000738)	000738	中航动控
普洛药业(000739)	000739	普洛药业
长城信息(000748)	000748	长城信息
国海证券(000750)	000750	国海证券
锌业股份(000751)	000751	锌业股份
